OrderID,Courier,DeliveryZone,DeliveryService,DailyOrderVolume,risk,IsLate,key_driver
ORD2267,Ninja Van,Penang,Next Day,15,17,0,Klang Valley zone
ORD3399,GrabExpress,Klang Valley,Same Day,14,17,0,Order hour
ORD1037,GrabExpress,Klang Valley,Same Day,15,17,0,Tight requested window
ORD2011,J&T Express,Johor Bahru,Next Day,14,17,0,Klang Valley zone
ORD2054,Ninja Van,Penang,Next Day,14,17,1,Klang Valley zone
ORD1631,Ninja Van,Other,Next Day,57,17,0,High daily volume
ORD1065,J&T Express,Other,Scheduled,7,17,0,Klang Valley zone
ORD1004,In-house Rider,Klang Valley,Same Day,11,17,0,Lalamove
ORD2979,Pos Laju,Other,Next Day,18,17,0,Klang Valley zone
ORD1456,In-house Rider,Klang Valley,Same Day,26,17,0,Tight requested window
ORD3282,Lalamove,Klang Valley,Same Day,15,17,0,Order value
ORD2581,GrabExpress,Klang Valley,Same Day,9,17,0,Tight requested window
ORD1191,Lalamove,Klang Valley,Same Day,13,17,0,Tight requested window
ORD1200,J&T Express,Penang,Next Day,16,17,0,Klang Valley zone
ORD1099,In-house Rider,Klang Valley,Same Day,10,17,0,Tight requested window
ORD2968,Lalamove,Klang Valley,Same Day,12,17,0,Tight requested window
ORD2533,In-house Rider,Klang Valley,Same Day,15,17,0,Tight requested window
ORD2544,GrabExpress,Klang Valley,Same Day,15,17,0,Order hour
ORD1709,Ninja Van,Other,Next Day,23,17,0,Klang Valley zone
ORD3158,J&T Express,Johor Bahru,Next Day,11,17,0,Klang Valley zone
ORD1949,Lalamove,Klang Valley,Same Day,12,17,0,Order weekday
ORD1986,Lalamove,Klang Valley,Same Day,13,17,0,Order hour
ORD1074,Lalamove,Klang Valley,Same Day,12,17,0,Order value
ORD1852,In-house Rider,Klang Valley,Same Day,15,17,0,Tight requested window
ORD2177,Ninja Van,Penang,Next Day,13,17,0,Klang Valley zone
ORD3105,J&T Express,Johor Bahru,Next Day,12,17,0,Klang Valley zone
ORD3133,Lalamove,Klang Valley,Same Day,11,16,0,Same Day service
ORD3264,In-house Rider,Klang Valley,Same Day,11,16,0,Tight requested window
ORD2736,GrabExpress,Klang Valley,Scheduled,49,16,0,High daily volume
ORD2280,Ninja Van,Johor Bahru,Next Day,12,16,0,Klang Valley zone
ORD3042,Lalamove,Klang Valley,Same Day,15,16,0,Tight requested window
ORD2929,Ninja Van,Johor Bahru,Next Day,11,16,0,Klang Valley zone
ORD1406,Lalamove,Klang Valley,Same Day,13,16,0,Tight requested window
ORD2906,J&T Express,Other,Next Day,13,16,0,Klang Valley zone
ORD2300,In-house Rider,Klang Valley,Same Day,11,16,0,Order value
ORD1296,J&T Express,Johor Bahru,Next Day,10,16,0,Klang Valley zone
ORD3021,GrabExpress,Klang Valley,Same Day,10,16,0,In-house Rider
ORD2577,Lalamove,Klang Valley,Same Day,11,16,0,Tight requested window
ORD2574,Lalamove,Klang Valley,Same Day,11,16,0,In-house Rider
ORD1757,In-house Rider,Klang Valley,Same Day,14,16,0,Order value
ORD2357,Lalamove,Klang Valley,Same Day,13,16,0,Tight requested window
ORD1373,Pos Laju,Johor Bahru,Next Day,9,16,0,Klang Valley zone
ORD1012,Lalamove,Klang Valley,Same Day,11,16,0,Tight requested window
ORD1736,Ninja Van,Other,Scheduled,10,16,0,Klang Valley zone
ORD1748,Lalamove,Klang Valley,Same Day,14,16,0,Tight requested window
ORD2900,Lalamove,Klang Valley,Same Day,17,16,1,Order hour
ORD1989,Ninja Van,Penang,Scheduled,17,16,0,Klang Valley zone
ORD2825,In-house Rider,Klang Valley,Same Day,11,16,0,Tight requested window
ORD2495,Pos Laju,Johor Bahru,Scheduled,17,16,0,Klang Valley zone
ORD2988,GrabExpress,Klang Valley,Same Day,18,16,0,Tight requested window
ORD1228,Lalamove,Klang Valley,Same Day,11,16,0,Tight requested window
ORD1045,Lalamove,Klang Valley,Same Day,15,15,0,Order value
ORD2369,Lalamove,Klang Valley,Same Day,10,15,0,Order value
ORD3377,In-house Rider,Klang Valley,Same Day,13,15,0,Tight requested window
ORD1003,In-house Rider,Klang Valley,Same Day,11,15,0,Tight requested window
ORD1424,Ninja Van,Johor Bahru,Next Day,15,15,0,Klang Valley zone
ORD2891,GrabExpress,Klang Valley,Same Day,17,15,0,Tight requested window
ORD1655,J&T Express,Johor Bahru,Next Day,26,15,0,Klang Valley zone
ORD2083,Pos Laju,Other,Next Day,15,15,0,Klang Valley zone
ORD3108,Lalamove,Klang Valley,Same Day,12,15,0,Order hour
ORD2025,Pos Laju,Other,Next Day,11,15,0,Other zone
ORD2438,J&T Express,Other,Next Day,6,15,0,Klang Valley zone
ORD1941,GrabExpress,Klang Valley,Same Day,12,15,0,Order weekday
ORD2340,Ninja Van,Other,Next Day,17,15,0,Klang Valley zone
ORD2294,Pos Laju,Other,Scheduled,14,15,0,Klang Valley zone
ORD3191,Ninja Van,Johor Bahru,Scheduled,15,15,0,Klang Valley zone
ORD1642,Ninja Van,Klang Valley,Next Day,57,15,0,High daily volume
ORD1031,Lalamove,Klang Valley,Same Day,12,15,0,Tight requested window
ORD1170,Lalamove,Klang Valley,Same Day,9,15,0,Tight requested window
ORD2447,Lalamove,Klang Valley,Same Day,13,15,0,Tight requested window
ORD3170,In-house Rider,Klang Valley,Same Day,13,15,0,Tight requested window
ORD1924,Ninja Van,Johor Bahru,Scheduled,9,15,0,Klang Valley zone
ORD2284,GrabExpress,Klang Valley,Same Day,14,15,0,Order value
ORD1604,Lalamove,Klang Valley,Scheduled,57,15,0,High daily volume
ORD1325,Ninja Van,Other,Next Day,13,15,0,Klang Valley zone
ORD3064,Ninja Van,Penang,Scheduled,17,15,0,Ninja Van
ORD3070,In-house Rider,Klang Valley,Same Day,17,15,0,Anniversary occasion
ORD2899,J&T Express,Penang,Scheduled,17,14,0,Klang Valley zone
ORD2092,J&T Express,Penang,Next Day,15,14,0,Klang Valley zone
ORD1096,Pos Laju,Other,Scheduled,10,14,0,Klang Valley zone
ORD3152,GrabExpress,Klang Valley,Same Day,16,14,0,Tight requested window
ORD1557,J&T Express,Johor Bahru,Scheduled,45,14,0,High daily volume
ORD2052,Ninja Van,Penang,Next Day,14,14,0,Klang Valley zone
ORD1856,Ninja Van,Penang,Scheduled,15,14,0,Klang Valley zone
ORD1626,Lalamove,Klang Valley,Scheduled,57,14,0,High daily volume
ORD2501,GrabExpress,Klang Valley,Same Day,17,14,0,Tight requested window
ORD2742,Pos Laju,Penang,Scheduled,49,14,0,High daily volume
ORD1258,Lalamove,Klang Valley,Same Day,10,14,0,In-house Rider
ORD2904,Lalamove,Klang Valley,Same Day,17,14,0,Tight requested window
ORD1372,In-house Rider,Klang Valley,Same Day,9,14,0,Tight requested window
ORD1538,Lalamove,Klang Valley,Scheduled,38,14,0,High daily volume
ORD2843,J&T Express,Penang,Next Day,16,14,0,Klang Valley zone
ORD1180,J&T Express,Penang,Next Day,8,14,0,Klang Valley zone
ORD2752,Ninja Van,Johor Bahru,Next Day,49,14,0,High daily volume
ORD3260,Lalamove,Klang Valley,Same Day,11,14,0,Order value
ORD1304,Lalamove,Klang Valley,Same Day,12,14,0,Tight requested window
ORD1689,Lalamove,Klang Valley,Same Day,24,14,0,Tight requested window
ORD1483,Ninja Van,Other,Next Day,31,14,0,Klang Valley zone
ORD2022,In-house Rider,Klang Valley,Same Day,11,14,0,Tight requested window
ORD2978,GrabExpress,Klang Valley,Same Day,18,14,0,Tight requested window
ORD2126,Ninja Van,Johor Bahru,Next Day,8,14,0,Ninja Van
ORD3236,In-house Rider,Klang Valley,Same Day,19,14,0,Order weekday
ORD2775,J&T Express,Johor Bahru,Scheduled,47,14,0,High daily volume
ORD2101,Ninja Van,Klang Valley,Next Day,11,14,0,Ninja Van
ORD3165,In-house Rider,Klang Valley,Same Day,13,14,0,Tight requested window
ORD3232,GrabExpress,Klang Valley,Same Day,19,14,0,Tight requested window
ORD2597,J&T Express,Other,Next Day,13,14,0,Klang Valley zone
ORD1839,J&T Express,Johor Bahru,Next Day,14,14,0,Klang Valley zone
ORD2203,In-house Rider,Klang Valley,Same Day,11,14,0,Tight requested window
ORD3045,Pos Laju,Johor Bahru,Next Day,15,14,0,Klang Valley zone
ORD3085,Pos Laju,Penang,Next Day,8,14,0,Klang Valley zone
ORD2325,Pos Laju,Other,Next Day,10,14,1,Klang Valley zone
ORD2513,Ninja Van,Other,Next Day,10,14,0,Klang Valley zone
ORD2542,GrabExpress,Klang Valley,Same Day,15,14,0,Tight requested window
ORD2601,J&T Express,Penang,Next Day,8,14,0,Klang Valley zone
ORD2700,Ninja Van,Johor Bahru,Next Day,36,14,0,Order hour
ORD1682,In-house Rider,Klang Valley,Same Day,24,14,0,Tight requested window
ORD1057,GrabExpress,Klang Valley,Same Day,11,14,0,In-house Rider
ORD2626,GrabExpress,Klang Valley,Same Day,26,14,1,Order value
ORD3028,In-house Rider,Klang Valley,Same Day,12,14,0,Order hour
ORD3107,GrabExpress,Klang Valley,Same Day,12,14,0,Tight requested window
ORD1805,Pos Laju,Other,Next Day,13,14,0,Other zone
ORD3148,Lalamove,Klang Valley,Same Day,16,13,0,GrabExpress
ORD2095,Ninja Van,Johor Bahru,Next Day,15,13,0,Klang Valley zone
ORD3247,Ninja Van,Johor Bahru,Next Day,13,13,0,Klang Valley zone
ORD1937,GrabExpress,Klang Valley,Same Day,13,13,0,Tight requested window
ORD1160,Lalamove,Klang Valley,Same Day,11,13,0,In-house Rider
ORD1079,Pos Laju,Penang,Scheduled,12,13,0,Klang Valley zone
ORD3124,Lalamove,Klang Valley,Same Day,12,13,0,Tight requested window
ORD2833,Ninja Van,Penang,Scheduled,12,13,0,Klang Valley zone
ORD1831,Lalamove,Klang Valley,Same Day,15,13,0,Order value
ORD1422,Pos Laju,Johor Bahru,Next Day,9,13,0,Klang Valley zone
ORD1100,Ninja Van,Johor Bahru,Next Day,13,13,0,Klang Valley zone
ORD1286,Ninja Van,Klang Valley,Next Day,15,13,0,Ninja Van
ORD2045,GrabExpress,Klang Valley,Same Day,9,13,0,Tight requested window
ORD2505,GrabExpress,Klang Valley,Same Day,17,13,0,Tight requested window
ORD2257,In-house Rider,Klang Valley,Same Day,15,13,0,Order value
ORD2826,J&T Express,Johor Bahru,Next Day,11,13,0,Klang Valley zone
ORD1530,Lalamove,Klang Valley,Scheduled,38,13,0,High daily volume
ORD2448,J&T Express,Johor Bahru,Next Day,13,13,0,Klang Valley zone
ORD3371,GrabExpress,Klang Valley,Same Day,9,13,0,In-house Rider
ORD2035,Pos Laju,Penang,Next Day,9,13,1,Klang Valley zone
ORD3161,Lalamove,Klang Valley,Same Day,11,13,0,Tight requested window
ORD1390,In-house Rider,Klang Valley,Same Day,13,13,0,Tight requested window
ORD2386,Pos Laju,Other,Next Day,11,13,0,Klang Valley zone
ORD1053,Lalamove,Klang Valley,Same Day,11,13,0,Tight requested window
ORD2852,Pos Laju,Other,Scheduled,16,13,0,Klang Valley zone
ORD1527,Ninja Van,Johor Bahru,Next Day,38,13,0,High daily volume
ORD3353,In-house Rider,Klang Valley,Same Day,12,13,0,Tight requested window
ORD2402,Lalamove,Klang Valley,Same Day,15,13,0,Tight requested window
ORD1027,Ninja Van,Other,Next Day,12,12,1,Klang Valley zone
ORD3300,Lalamove,Klang Valley,Same Day,12,12,0,Tight requested window
ORD2266,Lalamove,Klang Valley,Same Day,15,12,0,Tight requested window
ORD1940,Pos Laju,Penang,Scheduled,12,12,0,Klang Valley zone
ORD2221,In-house Rider,Klang Valley,Same Day,13,12,0,Tight requested window
ORD2079,GrabExpress,Klang Valley,Same Day,11,12,0,Same Day service
ORD3143,Lalamove,Klang Valley,Same Day,16,12,0,Tight requested window
ORD2763,Ninja Van,Johor Bahru,Scheduled,49,12,0,High daily volume
ORD2053,Lalamove,Klang Valley,Same Day,14,12,0,Tight requested window
ORD1603,In-house Rider,Klang Valley,Scheduled,57,12,0,High daily volume
ORD2565,GrabExpress,Klang Valley,Same Day,10,12,0,In-house Rider
ORD1983,Lalamove,Klang Valley,Same Day,13,12,0,Order hour
ORD2911,Lalamove,Klang Valley,Same Day,13,12,0,Tight requested window
ORD3131,Lalamove,Klang Valley,Same Day,11,12,0,Tight requested window
ORD2696,Pos Laju,Other,Scheduled,36,12,0,Klang Valley zone
ORD1814,J&T Express,Johor Bahru,Next Day,13,12,0,Klang Valley zone
ORD2623,Lalamove,Klang Valley,Same Day,26,12,0,Same Day service
ORD1810,Lalamove,Klang Valley,Same Day,13,12,0,Order value
ORD2250,Pos Laju,Penang,Next Day,10,12,0,Klang Valley zone
ORD2155,In-house Rider,Klang Valley,Same Day,16,12,0,Tight requested window
ORD1960,Lalamove,Klang Valley,Same Day,10,12,0,In-house Rider
ORD2666,Pos Laju,Penang,Next Day,37,12,0,High daily volume
ORD2538,In-house Rider,Klang Valley,Same Day,15,12,0,Tight requested window
ORD1097,In-house Rider,Klang Valley,Same Day,10,12,0,Tight requested window
ORD2194,Ninja Van,Penang,Scheduled,11,12,0,Klang Valley zone
ORD1548,Ninja Van,Penang,Scheduled,45,12,0,Klang Valley zone
ORD3363,Ninja Van,Other,Next Day,12,12,0,Klang Valley zone
ORD1371,Pos Laju,Other,Scheduled,9,12,0,Klang Valley zone
ORD3310,GrabExpress,Klang Valley,Same Day,16,12,0,Tight requested window
ORD3320,Ninja Van,Penang,Next Day,16,12,0,Klang Valley zone
ORD3239,Lalamove,Klang Valley,Same Day,13,12,0,Tight requested window
ORD2475,Ninja Van,Johor Bahru,Scheduled,9,12,0,Ninja Van
ORD1660,In-house Rider,Klang Valley,Same Day,26,12,0,Order hour
ORD1694,J&T Express,Johor Bahru,Scheduled,23,12,0,Klang Valley zone
ORD2924,In-house Rider,Klang Valley,Same Day,11,12,0,Tight requested window
ORD2950,Pos Laju,Penang,Next Day,12,12,0,Klang Valley zone
ORD2932,In-house Rider,Klang Valley,Same Day,10,12,0,Tight requested window
ORD2429,Ninja Van,Johor Bahru,Next Day,15,11,0,Klang Valley zone
ORD2925,Ninja Van,Other,Scheduled,11,11,0,Klang Valley zone
ORD1561,GrabExpress,Klang Valley,Scheduled,45,11,0,High daily volume
ORD2421,J&T Express,Johor Bahru,Scheduled,15,11,0,Klang Valley zone
ORD2957,GrabExpress,Klang Valley,Same Day,12,11,0,Tight requested window
ORD2872,Lalamove,Klang Valley,Same Day,14,11,0,Order hour
ORD2865,Pos Laju,Penang,Next Day,14,11,0,Klang Valley zone
ORD2874,Ninja Van,Penang,Scheduled,14,11,0,Klang Valley zone
ORD3063,GrabExpress,Klang Valley,Same Day,17,11,0,Tight requested window
ORD3044,GrabExpress,Klang Valley,Same Day,15,11,0,Tight requested window
ORD2823,Pos Laju,Penang,Scheduled,11,11,0,Klang Valley zone
ORD2821,In-house Rider,Klang Valley,Same Day,11,11,0,Tight requested window
ORD2397,Ninja Van,Penang,Next Day,15,11,0,Klang Valley zone
ORD1957,GrabExpress,Klang Valley,Same Day,10,11,0,Tight requested window
ORD3330,J&T Express,Johor Bahru,Next Day,11,11,0,Klang Valley zone
ORD1920,Pos Laju,Johor Bahru,Scheduled,9,11,0,Klang Valley zone
ORD2179,J&T Express,Other,Scheduled,13,11,0,Klang Valley zone
ORD1144,Pos Laju,Other,Scheduled,13,11,0,Klang Valley zone
ORD1551,Ninja Van,Other,Scheduled,45,11,0,High daily volume
ORD3244,In-house Rider,Klang Valley,Same Day,13,11,0,Tight requested window
ORD1257,GrabExpress,Klang Valley,Same Day,10,11,1,In-house Rider
ORD2541,Lalamove,Klang Valley,Same Day,15,11,0,Tight requested window
ORD2338,Lalamove,Klang Valley,Same Day,17,11,0,GrabExpress
ORD3292,GrabExpress,Klang Valley,Same Day,11,11,0,In-house Rider
ORD3373,In-house Rider,Klang Valley,Same Day,9,11,0,Tight requested window
ORD3278,Ninja Van,Penang,Next Day,15,11,0,Klang Valley zone
ORD2043,In-house Rider,Klang Valley,Same Day,9,11,0,Tight requested window
ORD1723,Pos Laju,Other,Next Day,9,11,0,Klang Valley zone
ORD1380,J&T Express,Penang,Scheduled,8,11,0,Klang Valley zone
ORD1370,GrabExpress,Klang Valley,Same Day,4,11,0,Tight requested window
ORD1849,Pos Laju,Penang,Next Day,15,11,0,Klang Valley zone
ORD1910,Pos Laju,Penang,Scheduled,14,11,0,Klang Valley zone
ORD1089,Lalamove,Klang Valley,Same Day,10,11,0,Tight requested window
ORD1878,Lalamove,Klang Valley,Same Day,11,11,0,Tight requested window
ORD1211,Lalamove,Klang Valley,Same Day,11,11,0,Order weekday
ORD1969,GrabExpress,Klang Valley,Same Day,13,11,0,Tight requested window
ORD2754,GrabExpress,Klang Valley,Scheduled,49,11,0,High daily volume
ORD1967,GrabExpress,Klang Valley,Same Day,13,11,0,Tight requested window
ORD3209,Lalamove,Klang Valley,Same Day,12,11,0,Tight requested window
ORD2249,In-house Rider,Klang Valley,Same Day,10,11,0,Tight requested window
ORD1799,Ninja Van,Penang,Next Day,8,11,0,Klang Valley zone
ORD2240,GrabExpress,Klang Valley,Same Day,12,11,1,Lalamove
ORD1043,Lalamove,Klang Valley,Same Day,15,11,0,Tight requested window
ORD2038,Lalamove,Klang Valley,Same Day,9,10,0,In-house Rider
ORD1579,GrabExpress,Klang Valley,Scheduled,45,10,0,High daily volume
ORD2451,Lalamove,Klang Valley,Same Day,13,10,0,Tight requested window
ORD2931,J&T Express,Johor Bahru,Next Day,10,10,0,Klang Valley zone
ORD1006,In-house Rider,Klang Valley,Same Day,11,10,0,Same Day service
ORD1596,GrabExpress,Klang Valley,Scheduled,57,10,0,High daily volume
ORD2916,Ninja Van,Penang,Scheduled,13,10,0,Klang Valley zone
ORD3414,Lalamove,Klang Valley,Same Day,12,10,0,Tight requested window
ORD1128,J&T Express,Other,Next Day,14,10,0,Klang Valley zone
ORD2519,J&T Express,Johor Bahru,Scheduled,10,10,0,Klang Valley zone
ORD2782,Lalamove,Klang Valley,Next Day,47,10,0,High daily volume
ORD2494,Lalamove,Klang Valley,Same Day,11,10,0,In-house Rider
ORD2400,Ninja Van,Johor Bahru,Next Day,15,10,0,Klang Valley zone
ORD1317,GrabExpress,Klang Valley,Same Day,12,10,0,Same Day service
ORD1299,Ninja Van,Penang,Scheduled,10,10,0,Klang Valley zone
ORD1825,J&T Express,Penang,Next Day,15,10,0,Klang Valley zone
ORD1218,Pos Laju,Other,Scheduled,11,10,0,Klang Valley zone
ORD1115,Ninja Van,Johor Bahru,Scheduled,13,10,0,Klang Valley zone
ORD2409,GrabExpress,Klang Valley,Same Day,13,10,0,Order weekday
ORD1903,In-house Rider,Klang Valley,Same Day,10,10,0,Tight requested window
ORD1979,Lalamove,Klang Valley,Same Day,13,10,0,Order hour
ORD2975,Lalamove,Klang Valley,Same Day,18,10,0,Tight requested window
ORD1449,GrabExpress,Klang Valley,Same Day,26,10,0,Tight requested window
ORD2130,Ninja Van,Johor Bahru,Scheduled,8,10,0,Ninja Van
ORD2837,GrabExpress,Klang Valley,Same Day,12,10,0,Tight requested window
ORD1715,Ninja Van,Penang,Scheduled,23,10,0,Klang Valley zone
ORD1595,Pos Laju,Other,Next Day,57,10,0,High daily volume
ORD2327,Ninja Van,Klang Valley,Next Day,10,10,0,Ninja Van
ORD3308,Ninja Van,Johor Bahru,Scheduled,12,10,0,Klang Valley zone
ORD3213,Ninja Van,Penang,Next Day,12,10,1,Klang Valley zone
ORD1706,GrabExpress,Klang Valley,Same Day,23,10,0,Tight requested window
ORD1430,GrabExpress,Klang Valley,Same Day,15,10,0,Order value
ORD1652,In-house Rider,Klang Valley,Same Day,26,10,0,Tight requested window
ORD3258,In-house Rider,Klang Valley,Same Day,10,10,0,Tight requested window
ORD1704,In-house Rider,Klang Valley,Same Day,23,10,0,Tight requested window
ORD2363,In-house Rider,Klang Valley,Same Day,10,10,0,Tight requested window
ORD1452,GrabExpress,Klang Valley,Same Day,26,10,0,Order value
ORD2462,In-house Rider,Klang Valley,Same Day,13,10,0,Tight requested window
ORD2457,GrabExpress,Klang Valley,Same Day,13,10,0,Lalamove
ORD2887,J&T Express,Other,Next Day,14,10,0,Klang Valley zone
ORD1543,Pos Laju,Johor Bahru,Next Day,45,9,0,High daily volume
ORD1506,Ninja Van,Johor Bahru,Next Day,38,9,0,High daily volume
ORD2040,Pos Laju,Johor Bahru,Next Day,9,9,0,Klang Valley zone
ORD3317,Ninja Van,Other,Next Day,16,9,1,Klang Valley zone
ORD2366,J&T Express,Penang,Scheduled,10,9,0,Klang Valley zone
ORD1510,GrabExpress,Klang Valley,Scheduled,38,9,0,High daily volume
ORD2057,Lalamove,Klang Valley,Same Day,14,9,0,Order value
ORD2901,Pos Laju,Other,Scheduled,17,9,0,Klang Valley zone
ORD2832,GrabExpress,Klang Valley,Same Day,12,9,0,Tight requested window
ORD2836,GrabExpress,Klang Valley,Same Day,12,9,1,Tight requested window
ORD1651,Lalamove,Klang Valley,Same Day,26,9,0,Same Day service
ORD1972,In-house Rider,Klang Valley,Same Day,13,9,0,Tight requested window
ORD1458,Pos Laju,Johor Bahru,Scheduled,26,9,0,Klang Valley zone
ORD1421,Lalamove,Klang Valley,Same Day,9,9,0,In-house Rider
ORD3272,Ninja Van,Penang,Next Day,15,9,0,Klang Valley zone
ORD3285,Ninja Van,Penang,Next Day,15,9,0,Klang Valley zone
ORD1460,J&T Express,Other,Scheduled,26,9,0,Klang Valley zone
ORD1307,Ninja Van,Johor Bahru,Next Day,12,9,0,Klang Valley zone
ORD2885,Pos Laju,Other,Scheduled,14,9,0,Klang Valley zone
ORD2004,Pos Laju,Penang,Next Day,17,9,0,Klang Valley zone
ORD2319,Lalamove,Klang Valley,Same Day,16,9,0,Order hour
ORD2547,Pos Laju,Johor Bahru,Next Day,10,9,0,Klang Valley zone
ORD1253,Lalamove,Klang Valley,Same Day,10,9,0,Tight requested window
ORD1268,Pos Laju,Other,Next Day,14,9,0,Klang Valley zone
ORD1710,In-house Rider,Klang Valley,Same Day,23,9,0,Tight requested window
ORD1050,Lalamove,Klang Valley,Same Day,11,9,0,In-house Rider
ORD2222,J&T Express,Other,Scheduled,13,9,0,Klang Valley zone
ORD2028,In-house Rider,Klang Valley,Same Day,11,9,0,Order value
ORD2844,Pos Laju,Penang,Next Day,16,9,0,Klang Valley zone
ORD3075,Ninja Van,Penang,Scheduled,11,9,0,Klang Valley zone
ORD1227,Pos Laju,Johor Bahru,Scheduled,11,9,0,Klang Valley zone
ORD1202,In-house Rider,Klang Valley,Next Day,16,9,0,Order weekday
ORD1683,J&T Express,Johor Bahru,Scheduled,24,9,0,Klang Valley zone
ORD1397,GrabExpress,Klang Valley,Same Day,13,9,0,Same Day service
ORD3102,In-house Rider,Klang Valley,Same Day,12,9,0,Order value
ORD1847,Ninja Van,Penang,Scheduled,15,9,0,Ninja Van
ORD1867,J&T Express,Penang,Scheduled,15,9,0,Klang Valley zone
ORD1782,Lalamove,Klang Valley,Same Day,17,9,0,Tight requested window
ORD3136,Pos Laju,Penang,Next Day,11,9,0,Klang Valley zone
ORD1787,GrabExpress,Klang Valley,Same Day,9,9,0,Anniversary occasion
ORD3162,Pos Laju,Penang,Next Day,11,9,1,Klang Valley zone
ORD2223,Lalamove,Klang Valley,Same Day,13,9,0,Tight requested window
ORD2090,Lalamove,Klang Valley,Same Day,15,9,0,Same Day service
ORD1514,GrabExpress,Klang Valley,Scheduled,38,9,0,High daily volume
ORD1366,Pos Laju,Other,Next Day,8,9,0,Klang Valley zone
ORD1140,Ninja Van,Klang Valley,Next Day,13,9,0,Ninja Van
ORD3221,Ninja Van,Other,Next Day,19,9,0,Klang Valley zone
ORD1301,Lalamove,Klang Valley,Same Day,12,9,0,Tight requested window
ORD1820,GrabExpress,Klang Valley,Same Day,15,9,0,Tight requested window
ORD2758,GrabExpress,Klang Valley,Next Day,49,9,0,High daily volume
ORD3103,Pos Laju,Johor Bahru,Scheduled,12,9,0,Klang Valley zone
ORD2210,GrabExpress,Klang Valley,Same Day,14,9,0,Order value
ORD1263,J&T Express,Other,Scheduled,14,9,0,Klang Valley zone
ORD2776,GrabExpress,Klang Valley,Scheduled,47,9,0,High daily volume
ORD1966,Lalamove,Klang Valley,Same Day,13,8,0,Tight requested window
ORD2097,Pos Laju,Johor Bahru,Scheduled,11,8,0,Klang Valley zone
ORD1675,GrabExpress,Klang Valley,Same Day,24,8,0,Order weekday
ORD3230,GrabExpress,Klang Valley,Same Day,19,8,0,Order value
ORD2080,Pos Laju,Other,Next Day,11,8,0,Klang Valley zone
ORD1648,Lalamove,Klang Valley,Same Day,26,8,0,Same Day service
ORD2850,Ninja Van,Klang Valley,Next Day,16,8,0,Order value
ORD1369,Lalamove,Klang Valley,Same Day,4,8,0,Order weekday
ORD2508,Lalamove,Klang Valley,Same Day,17,8,0,GrabExpress
ORD1278,GrabExpress,Klang Valley,Same Day,15,8,0,Order hour
ORD2425,Ninja Van,Johor Bahru,Next Day,15,8,0,Klang Valley zone
ORD1567,Lalamove,Klang Valley,Scheduled,45,8,0,High daily volume
ORD1550,Lalamove,Klang Valley,Scheduled,45,8,0,High daily volume
ORD2440,Pos Laju,Penang,Next Day,13,8,0,Klang Valley zone
ORD1020,Pos Laju,Johor Bahru,Next Day,11,8,0,Klang Valley zone
ORD2497,GrabExpress,Klang Valley,Same Day,17,8,1,Tight requested window
ORD3267,Lalamove,Klang Valley,Same Day,11,8,0,Order value
ORD2418,J&T Express,Other,Scheduled,13,8,0,Klang Valley zone
ORD2882,GrabExpress,Klang Valley,Same Day,14,8,0,Birthday occasion
ORD2324,In-house Rider,Klang Valley,Same Day,10,8,0,Lalamove
ORD2594,J&T Express,Johor Bahru,Scheduled,13,8,0,Klang Valley zone
ORD2828,Lalamove,Klang Valley,Same Day,12,8,0,Tight requested window
ORD2935,In-house Rider,Klang Valley,Same Day,10,8,0,Tight requested window
ORD2728,Ninja Van,Johor Bahru,Scheduled,49,8,0,High daily volume
ORD2586,Lalamove,Klang Valley,Same Day,9,8,0,Tight requested window
ORD2934,Lalamove,Klang Valley,Next Day,10,8,0,Order hour
ORD2720,In-house Rider,Klang Valley,Scheduled,49,8,0,High daily volume
ORD2638,Ninja Van,Johor Bahru,Scheduled,26,8,0,Klang Valley zone
ORD1775,In-house Rider,Klang Valley,Same Day,17,8,0,Anniversary occasion
ORD1076,Lalamove,Klang Valley,Same Day,12,8,0,Tight requested window
ORD1186,J&T Express,Johor Bahru,Scheduled,13,8,0,Klang Valley zone
ORD1781,GrabExpress,Klang Valley,Next Day,17,8,0,Anniversary occasion
ORD2229,GrabExpress,Klang Valley,Same Day,13,8,0,Tight requested window
ORD2114,GrabExpress,Klang Valley,Same Day,10,8,1,Order weekday
ORD2270,In-house Rider,Klang Valley,Same Day,12,8,0,Order value
ORD3175,Pos Laju,Other,Next Day,13,8,0,Klang Valley zone
ORD2956,Pos Laju,Penang,Scheduled,12,8,0,Klang Valley zone
ORD2953,Lalamove,Klang Valley,Next Day,12,8,0,Tight requested window
ORD1356,GrabExpress,Klang Valley,Same Day,14,8,0,Order hour
ORD2794,Pos Laju,Other,Next Day,47,8,0,High daily volume
ORD2093,Pos Laju,Penang,Next Day,15,8,0,Klang Valley zone
ORD3181,GrabExpress,Klang Valley,Same Day,15,8,0,Tight requested window
ORD1719,J&T Express,Other,Next Day,9,8,0,Klang Valley zone
ORD1349,Lalamove,Klang Valley,Same Day,14,8,0,Tight requested window
ORD2124,Lalamove,Klang Valley,Same Day,8,8,0,Tight requested window
ORD3078,Lalamove,Klang Valley,Same Day,11,8,0,Tight requested window
ORD2630,J&T Express,Penang,Next Day,26,8,0,Klang Valley zone
ORD2981,Pos Laju,Penang,Next Day,18,8,0,Klang Valley zone
ORD1894,In-house Rider,Klang Valley,Same Day,10,8,0,Tight requested window
