OrderID,Courier,DeliveryZone,DeliveryService,DailyOrderVolume,risk,key_driver,OnTime,LatenessHours,RefundAmount,CourierDelayHours,InternalDelayHours
ORD2398,In-house Rider,Klang Valley,Scheduled,15,0,Lalamove,True,0.6333333333333333,0.0,0.0,0.7000000000000001
ORD2322,GrabExpress,Klang Valley,Same Day,10,32,In-house Rider,True,0.6,0.0,0.0916666666666665,0.5083333333333333
ORD2324,In-house Rider,Klang Valley,Same Day,10,8,Lalamove,True,0.7833333333333333,0.0,0.8333333333333333,0.0
ORD2334,Pos Laju,Other,Next Day,17,39,Klang Valley zone,False,10.666666666666666,0.0,14.216666666666669,0.0
ORD2332,Pos Laju,Johor Bahru,Next Day,17,5,Klang Valley zone,True,2.25,82.33,0.0,2.8166666666666664
ORD2345,In-house Rider,Klang Valley,Next Day,17,2,GrabExpress,True,0.15,0.0,0.0,0.1500000000000001
ORD2340,Ninja Van,Other,Next Day,17,15,Klang Valley zone,True,8.616666666666667,0.0,7.233333333333334,1.3833333333333293
ORD2373,Pos Laju,Other,Scheduled,8,3,Klang Valley zone,True,-0.4,0.0,0.0,1.1499999999999986
ORD2348,Ninja Van,Penang,Next Day,17,3,Klang Valley zone,False,8.083333333333334,0.0,5.883333333333336,2.1999999999999997
ORD2392,GrabExpress,Klang Valley,Scheduled,15,1,Order value,True,0.8833333333333333,0.0,0.3583333333333334,0.5249999999999999
ORD2333,Pos Laju,Penang,Next Day,17,41,Tight requested window,True,8.933333333333334,90.58,0.0,9.966666666666669
ORD2385,GrabExpress,Klang Valley,Scheduled,11,0,In-house Rider,True,0.2333333333333333,0.0,0.3583333333333334,0.0
ORD2344,Lalamove,Klang Valley,Same Day,17,24,Tight requested window,True,-0.1166666666666666,0.0,0.0,0.0
ORD2339,In-house Rider,Klang Valley,Same Day,17,26,Tight requested window,True,0.35,0.0,0.0,1.1
ORD2335,In-house Rider,Klang Valley,Same Day,17,28,Tight requested window,True,0.6666666666666666,0.0,0.4166666666666667,0.25
ORD2336,In-house Rider,Klang Valley,Same Day,17,51,Tight requested window,True,0.2833333333333333,76.66,0.4333333333333333,0.0
ORD2341,Lalamove,Klang Valley,Same Day,17,74,Order value,False,1.3,0.0,1.7166666666666668,0.0
ORD2416,GrabExpress,Klang Valley,Scheduled,13,0,Lalamove,True,0.2833333333333333,0.0,0.0916666666666665,0.1916666666666666
ORD2338,Lalamove,Klang Valley,Same Day,17,11,GrabExpress,True,0.9166666666666666,0.0,0.7000000000000002,0.2166666666666665
ORD2361,Ninja Van,Other,Next Day,13,44,Other zone,True,1.0333333333333334,0.0,5.833333333333336,0.0
ORD2418,J&T Express,Other,Scheduled,13,8,Klang Valley zone,True,0.9333333333333332,0.0,1.0916666666666686,0.0
ORD2399,GrabExpress,Klang Valley,Scheduled,15,0,Lalamove,True,0.4,0.0,0.0,0.4083333333333334
ORD2371,In-house Rider,Klang Valley,Scheduled,10,0,Lalamove,True,0.5666666666666667,0.0,0.8833333333333331,0.0
ORD2419,GrabExpress,Klang Valley,Scheduled,15,1,Lalamove,True,-0.1833333333333333,0.0,0.0416666666666667,0.0
ORD2355,Ninja Van,Other,Next Day,13,21,Klang Valley zone,True,2.7,137.97,2.283333333333335,0.4166666666666643
ORD2359,In-house Rider,Klang Valley,Next Day,13,21,Order value,True,-0.0166666666666666,0.0,0.0,0.1333333333333333
ORD2366,J&T Express,Penang,Scheduled,10,9,Klang Valley zone,True,0.6833333333333333,0.0,0.0,1.6083333333333307
ORD2353,GrabExpress,Klang Valley,Same Day,13,88,Tight requested window,False,1.15,0.0,0.6083333333333332,0.5416666666666667
ORD2349,GrabExpress,Klang Valley,Same Day,13,21,Order value,True,0.2333333333333333,0.0,0.175,0.0583333333333333
ORD2357,Lalamove,Klang Valley,Same Day,13,16,Tight requested window,True,0.3333333333333333,0.0,0.4833333333333334,0.0
ORD2350,In-house Rider,Klang Valley,Same Day,13,35,Tight requested window,True,0.2666666666666666,0.0,0.0,0.3833333333333333
ORD2351,Lalamove,Klang Valley,Same Day,13,1,Same Day service,True,-0.4,0.0,0.0,0.55
ORD2352,In-house Rider,Klang Valley,Same Day,13,4,Same Day service,True,0.6833333333333333,0.0,0.0,0.8500000000000001
ORD2354,In-house Rider,Klang Valley,Same Day,13,91,Tight requested window,False,2.466666666666667,0.0,2.6833333333333327,0.0
ORD2367,GrabExpress,Klang Valley,Next Day,10,2,In-house Rider,True,-0.0666666666666666,0.0,0.0,0.4416666666666666
ORD2428,In-house Rider,Klang Valley,Scheduled,15,0,Lalamove,True,0.2666666666666666,0.0,0.5666666666666667,0.0
ORD2404,Lalamove,Klang Valley,Scheduled,15,0,In-house Rider,True,-0.3,0.0,0.0,0.1166666666666667
ORD2413,In-house Rider,Klang Valley,Scheduled,13,0,Lalamove,True,0.3666666666666666,0.0,0.5333333333333334,0.0
ORD2362,Lalamove,Klang Valley,Next Day,10,3,In-house Rider,True,0.15,0.0,0.7999999999999998,0.0
ORD2364,In-house Rider,Klang Valley,Same Day,10,1,Same Day service,True,0.35,0.0,0.0,1.0
ORD2363,In-house Rider,Klang Valley,Same Day,10,10,Tight requested window,True,0.4833333333333333,0.0,0.0,0.6833333333333335
ORD2384,Lalamove,Klang Valley,Scheduled,11,1,In-house Rider,True,0.4,0.0,0.0,1.0666666666666669
ORD2395,Lalamove,Klang Valley,Scheduled,15,1,Anniversary occasion,True,-0.4,0.0,0.0,0.0
ORD2445,GrabExpress,Klang Valley,Scheduled,13,1,Order weekday,True,0.3333333333333333,0.0,0.0,1.2083333333333337
ORD2369,Lalamove,Klang Valley,Same Day,10,15,Order value,True,-0.0166666666666666,0.0,0.1,0.0
ORD2365,In-house Rider,Klang Valley,Same Day,10,7,Tight requested window,True,0.8166666666666667,0.0,0.1999999999999999,0.6166666666666667
ORD2377,Ninja Van,Other,Next Day,8,23,Klang Valley zone,True,-0.7166666666666667,0.0,2.283333333333335,0.0
ORD2452,GrabExpress,Klang Valley,Scheduled,13,0,Order weekday,True,0.1333333333333333,0.0,0.0,0.175
ORD2401,In-house Rider,Klang Valley,Scheduled,15,0,Lalamove,True,0.5,0.0,0.0,0.5166666666666668
ORD2375,In-house Rider,Klang Valley,Same Day,8,1,Tight requested window,True,0.1,0.0,0.4999999999999998,0.0
ORD2372,In-house Rider,Klang Valley,Same Day,8,1,Tight requested window,True,-0.35,0.0,0.0,0.7000000000000001
ORD2423,Lalamove,Klang Valley,Scheduled,15,0,Birthday occasion,True,0.3166666666666666,0.0,0.0,1.0833333333333333
ORD2412,In-house Rider,Klang Valley,Scheduled,13,0,Lalamove,True,0.2666666666666666,0.0,0.0,0.7166666666666668
ORD2374,In-house Rider,Klang Valley,Same Day,8,3,Tight requested window,True,0.8666666666666667,0.0,0.6666666666666667,0.2000000000000001
ORD2439,In-house Rider,Klang Valley,Scheduled,6,0,Lalamove,True,-0.0333333333333333,0.0,0.0,0.3333333333333335
ORD2427,Lalamove,Klang Valley,Scheduled,15,0,Order value,True,0.55,0.0,0.0,0.8333333333333333
ORD2381,Lalamove,Klang Valley,Next Day,11,4,Order value,True,0.1333333333333333,0.0,0.0,0.1499999999999999
ORD2434,Lalamove,Klang Valley,Scheduled,6,0,In-house Rider,True,0.9,0.0,0.0333333333333334,0.8666666666666666
ORD2386,Pos Laju,Other,Next Day,11,13,Klang Valley zone,True,3.8333333333333335,0.0,4.050000000000001,0.0
ORD2454,Ninja Van,Penang,Scheduled,13,2,Klang Valley zone,True,-0.9333333333333332,0.0,0.0,1.8166666666666629
ORD2382,Lalamove,Klang Valley,Same Day,11,27,Tight requested window,True,0.25,0.0,0.0,0.9666666666666668
ORD2389,In-house Rider,Klang Valley,Same Day,11,21,Tight requested window,True,0.05,0.0,0.0,0.0666666666666666
ORD2390,In-house Rider,Klang Valley,Same Day,11,1,Tight requested window,True,-0.05,0.0,0.0,0.5166666666666668
ORD2380,In-house Rider,Klang Valley,Same Day,11,19,Order hour,True,0.8666666666666667,0.0,0.3666666666666665,0.5
ORD2397,Ninja Van,Penang,Next Day,15,11,Klang Valley zone,True,2.716666666666667,0.0,3.683333333333337,0.0
ORD2383,GrabExpress,Klang Valley,Same Day,11,5,Same Day service,True,0.5166666666666667,0.0,0.675,0.0
ORD2400,Ninja Van,Johor Bahru,Next Day,15,10,Klang Valley zone,True,-0.6166666666666667,0.0,0.0500000000000007,0.0
ORD2465,In-house Rider,Klang Valley,Scheduled,13,0,Lalamove,True,0.15,0.0,0.0,0.2666666666666668
ORD2393,Ninja Van,Other,Next Day,15,5,Klang Valley zone,True,5.633333333333334,0.0,6.216666666666669,0.0
ORD2396,Ninja Van,Johor Bahru,Next Day,15,21,Klang Valley zone,True,12.5,61.89,6.300000000000001,6.1999999999999975
ORD2466,GrabExpress,Klang Valley,Scheduled,9,0,In-house Rider,True,1.8,0.0,1.3916666666666668,0.4083333333333334
ORD2417,Lalamove,Klang Valley,Scheduled,13,0,In-house Rider,True,0.3333333333333333,0.0,0.4666666666666668,0.0
ORD2461,Lalamove,Klang Valley,Scheduled,13,0,In-house Rider,True,-0.1833333333333333,186.62,0.0,0.0833333333333332
ORD2403,In-house Rider,Klang Valley,Same Day,15,24,Tight requested window,True,-0.2,0.0,0.2666666666666666,0.0
ORD2402,Lalamove,Klang Valley,Same Day,15,13,Tight requested window,True,0.45,0.0,0.2666666666666666,0.1833333333333333
ORD2391,In-house Rider,Klang Valley,Same Day,15,22,Tight requested window,True,0.0,0.0,0.0,0.3166666666666666
ORD2411,Pos Laju,Penang,Next Day,13,6,Klang Valley zone,True,0.6666666666666666,0.0,0.0,1.166666666666668
ORD2405,In-house Rider,Klang Valley,Same Day,15,33,Order value,True,0.6166666666666667,0.0,0.7499999999999998,0.0
ORD2414,Ninja Van,Other,Next Day,13,7,Klang Valley zone,True,4.783333333333333,0.0,7.783333333333335,0.0
ORD2408,J&T Express,Other,Next Day,13,81,Other zone,False,14.983333333333333,0.0,13.008333333333333,1.9749999999999976
ORD2453,GrabExpress,Klang Valley,Scheduled,13,0,Lalamove,True,0.6333333333333333,0.0,0.8083333333333333,0.0
ORD2430,Lalamove,Klang Valley,Scheduled,15,0,Order value,True,1.1,0.0,0.6499999999999999,0.4499999999999999
ORD2421,J&T Express,Johor Bahru,Scheduled,15,11,Klang Valley zone,True,0.9666666666666668,0.0,0.0,2.7916666666666643
ORD2460,Lalamove,Klang Valley,Scheduled,13,0,In-house Rider,True,-0.0666666666666666,0.0,0.0,0.3166666666666666
ORD2481,GrabExpress,Klang Valley,Scheduled,9,0,In-house Rider,True,0.5333333333333333,0.0,0.0,0.6416666666666667
ORD2480,Lalamove,Klang Valley,Scheduled,9,0,In-house Rider,True,0.2333333333333333,0.0,0.0666666666666666,0.1666666666666667
ORD2409,GrabExpress,Klang Valley,Same Day,13,10,Order weekday,True,0.2166666666666666,0.0,0.0,0.7583333333333333
ORD2467,In-house Rider,Klang Valley,Scheduled,9,0,Lalamove,True,0.2833333333333333,0.0,0.0,1.1666666666666667
ORD2407,Lalamove,Klang Valley,Same Day,13,2,Order hour,True,-0.0666666666666666,0.0,0.0,0.1166666666666667
ORD2410,GrabExpress,Klang Valley,Same Day,13,1,Same Day service,True,-0.2833333333333333,0.0,0.0,0.4416666666666666
ORD2425,Ninja Van,Johor Bahru,Next Day,15,8,Klang Valley zone,True,0.6333333333333333,0.0,1.916666666666668,0.0
ORD2432,J&T Express,Other,Next Day,15,90,Order value,True,-1.0,0.0,3.1750000000000007,0.0
ORD2415,GrabExpress,Klang Valley,Same Day,13,29,Tight requested window,True,0.4666666666666667,0.0,0.7083333333333333,0.0
ORD2406,GrabExpress,Klang Valley,Same Day,13,2,Same Day service,True,0.2333333333333333,0.0,0.3083333333333333,0.0
ORD2463,Lalamove,Klang Valley,Scheduled,13,0,In-house Rider,True,-0.4,0.0,0.0,0.0
ORD2429,Ninja Van,Johor Bahru,Next Day,15,11,Klang Valley zone,True,0.6833333333333333,0.0,4.06666666666667,0.0
ORD2420,GrabExpress,Klang Valley,Same Day,15,5,Tight requested window,True,0.4833333333333333,0.0,0.0,0.8416666666666667
ORD2424,Lalamove,Klang Valley,Same Day,15,7,Tight requested window,True,0.0666666666666666,0.0,0.0,0.1166666666666667
ORD2422,In-house Rider,Klang Valley,Same Day,15,23,Tight requested window,True,0.5666666666666667,179.19,0.1833333333333333,0.3833333333333333
ORD2433,GrabExpress,Klang Valley,Same Day,15,45,Tight requested window,True,0.1,0.0,0.0,0.4416666666666666
ORD2431,GrabExpress,Klang Valley,Same Day,15,54,Tight requested window,True,0.4333333333333333,0.0,0.0,0.7583333333333333
ORD2456,GrabExpress,Klang Valley,Scheduled,13,2,Order hour,True,1.0666666666666669,51.32,0.2583333333333333,0.8083333333333333
ORD2426,GrabExpress,Klang Valley,Same Day,15,54,Tight requested window,True,0.6666666666666666,0.0,0.0583333333333333,0.6083333333333334
ORD2449,Pos Laju,Penang,Scheduled,13,7,Klang Valley zone,True,2.283333333333333,0.0,3.5166666666666657,0.0
ORD2450,Lalamove,Klang Valley,Scheduled,13,0,Birthday occasion,True,1.35,0.0,0.7333333333333334,0.6166666666666667
ORD2438,J&T Express,Other,Next Day,6,15,Klang Valley zone,True,1.3666666666666667,0.0,0.0,3.8583333333333303
ORD2436,Pos Laju,Penang,Next Day,6,2,Klang Valley zone,True,0.2333333333333333,0.0,0.0,2.1000000000000014
ORD2502,In-house Rider,Klang Valley,Scheduled,17,0,Order weekday,True,0.4166666666666667,0.0,0.0333333333333332,0.3833333333333333
ORD2469,Lalamove,Klang Valley,Scheduled,9,0,In-house Rider,True,1.0,0.0,0.8500000000000001,0.1499999999999999
ORD2509,Pos Laju,Penang,Scheduled,17,2,Klang Valley zone,True,-0.6333333333333333,0.0,4.933333333333334,0.0
ORD2437,GrabExpress,Klang Valley,Same Day,6,1,In-house Rider,True,0.4166666666666667,0.0,0.0,0.425
ORD2493,Lalamove,Klang Valley,Scheduled,11,0,Anniversary occasion,True,0.75,0.0,0.5499999999999998,0.1999999999999999
ORD2448,J&T Express,Johor Bahru,Next Day,13,13,Klang Valley zone,True,-0.4833333333333333,0.0,4.241666666666667,0.0
ORD2435,In-house Rider,Klang Valley,Same Day,6,7,Tight requested window,True,0.6,0.0,0.0,0.6333333333333333
ORD2440,Pos Laju,Penang,Next Day,13,8,Klang Valley zone,True,-0.3333333333333333,0.0,3.5500000000000007,0.0
ORD2519,J&T Express,Johor Bahru,Scheduled,10,10,Klang Valley zone,True,0.75,0.0,0.6416666666666693,0.1083333333333307
ORD2487,Lalamove,Klang Valley,Scheduled,11,0,In-house Rider,True,0.5166666666666667,0.0,0.8166666666666669,0.0
ORD2485,Pos Laju,Other,Scheduled,11,19,Klang Valley zone,True,0.4333333333333333,0.0,5.350000000000001,0.0
ORD2475,Ninja Van,Johor Bahru,Scheduled,9,12,Ninja Van,True,-0.0666666666666666,0.0,4.800000000000001,0.0
ORD2442,GrabExpress,Klang Valley,Next Day,13,2,Lalamove,True,2.083333333333333,0.0,1.6416666666666668,0.4416666666666666
ORD2451,Lalamove,Klang Valley,Same Day,13,10,Tight requested window,True,0.4833333333333333,0.0,0.75,0.0
ORD2446,Lalamove,Klang Valley,Same Day,13,72,Tight requested window,False,1.1666666666666667,0.0,0.8666666666666667,0.3
ORD2443,GrabExpress,Klang Valley,Same Day,13,42,Order value,True,0.4333333333333333,0.0,0.0916666666666665,0.3416666666666668
ORD2444,Lalamove,Klang Valley,Same Day,13,7,Order weekday,True,0.65,0.0,0.0,0.9833333333333332
ORD2526,In-house Rider,Klang Valley,Scheduled,10,0,Lalamove,True,0.3666666666666666,0.0,0.4000000000000001,0.0
ORD2441,GrabExpress,Klang Valley,Same Day,13,79,Order value,False,1.0666666666666669,0.0,0.9416666666666668,0.125
ORD2447,Lalamove,Klang Valley,Same Day,13,15,Tight requested window,True,0.4333333333333333,0.0,0.0,0.5333333333333332
ORD2484,J&T Express,Penang,Scheduled,11,5,Klang Valley zone,True,0.2166666666666666,0.0,1.7083333333333357,0.0
ORD2468,GrabExpress,Klang Valley,Scheduled,9,2,Preserved Flowers,True,0.7,0.0,0.8083333333333333,0.0
ORD2511,Lalamove,Klang Valley,Scheduled,17,0,In-house Rider,True,0.25,0.0,0.4166666666666665,0.0
ORD2458,Pos Laju,Other,Next Day,13,6,Klang Valley zone,True,-0.75,0.0,0.0,2.883333333333333
ORD2455,In-house Rider,Klang Valley,Same Day,13,2,Tight requested window,True,0.4666666666666667,263.48,0.55,0.0
ORD2464,Lalamove,Klang Valley,Same Day,13,6,Tight requested window,True,0.3333333333333333,0.0,0.6333333333333333,0.0
ORD2462,In-house Rider,Klang Valley,Same Day,13,10,Tight requested window,True,-0.3833333333333333,0.0,0.0,0.0
ORD2457,GrabExpress,Klang Valley,Same Day,13,10,Lalamove,True,0.35,0.0,0.0,0.725
ORD2459,GrabExpress,Klang Valley,Same Day,13,47,Tight requested window,True,0.25,0.0,0.0,0.8416666666666667
ORD2482,Lalamove,Klang Valley,Scheduled,9,0,In-house Rider,True,0.3333333333333333,0.0,0.3,0.0333333333333332
ORD2470,Pos Laju,Penang,Next Day,9,3,Klang Valley zone,True,-0.5,0.0,0.0,0.2666666666666657
ORD2532,Lalamove,Klang Valley,Scheduled,15,0,Anniversary occasion,True,0.0666666666666666,0.0,0.4333333333333335,0.0
ORD2489,Lalamove,Klang Valley,Scheduled,11,0,In-house Rider,True,0.75,0.0,0.1,0.65
ORD2522,Lalamove,Klang Valley,Scheduled,10,0,In-house Rider,True,-0.0666666666666666,0.0,0.0,0.3
ORD2486,GrabExpress,Klang Valley,Scheduled,11,0,In-house Rider,True,0.3333333333333333,0.0,0.0,0.675
ORD2474,Pos Laju,Johor Bahru,Next Day,9,20,Klang Valley zone,True,5.283333333333333,0.0,2.6999999999999997,2.583333333333332
ORD2528,Lalamove,Klang Valley,Scheduled,10,0,In-house Rider,True,0.4,0.0,0.0,0.55
ORD2495,Pos Laju,Johor Bahru,Scheduled,17,16,Klang Valley zone,True,-0.8,0.0,4.016666666666666,0.0
ORD2555,In-house Rider,Klang Valley,Scheduled,10,0,Lalamove,True,0.6666666666666666,154.55,0.0999999999999998,0.5666666666666667
ORD2471,Lalamove,Klang Valley,Same Day,9,5,In-house Rider,True,0.4,0.0,0.9500000000000002,0.0
ORD2472,Lalamove,Klang Valley,Same Day,9,96,Tight requested window,False,1.5666666666666669,0.0,1.15,0.4166666666666667
ORD2473,GrabExpress,Klang Valley,Same Day,9,36,Tight requested window,True,0.6666666666666666,0.0,0.9416666666666668,0.0
ORD2478,Ninja Van,Johor Bahru,Next Day,9,7,Klang Valley zone,True,0.3833333333333333,0.0,0.2500000000000035,0.1333333333333293
ORD2479,In-house Rider,Klang Valley,Next Day,9,0,Lalamove,True,0.1833333333333333,0.0,0.5999999999999999,0.0
ORD2550,Lalamove,Klang Valley,Scheduled,10,0,In-house Rider,True,-0.0333333333333333,0.0,0.0,0.0333333333333332
ORD2543,In-house Rider,Klang Valley,Scheduled,15,0,Lalamove,True,-0.0833333333333333,0.0,0.0,0.9166666666666669
ORD2483,J&T Express,Other,Next Day,9,56,Tight requested window,True,5.383333333333334,0.0,3.325000000000003,2.0583333333333336
ORD2520,Pos Laju,Penang,Scheduled,10,3,Klang Valley zone,True,0.2666666666666666,0.0,0.0,1.533333333333335
ORD2546,Pos Laju,Other,Scheduled,15,89,Order value,False,19.916666666666668,0.0,25.266666666666666,0.0
ORD2476,GrabExpress,Klang Valley,Same Day,9,36,Tight requested window,True,0.4166666666666667,0.0,0.0,0.7583333333333333
ORD2477,In-house Rider,Klang Valley,Same Day,9,2,Tight requested window,True,0.5,0.0,0.0,0.8
ORD2523,Pos Laju,Penang,Scheduled,10,4,Klang Valley zone,True,-0.2,0.0,5.083333333333332,0.0
ORD2492,Ninja Van,Other,Next Day,11,22,Klang Valley zone,True,7.6,0.0,0.2166666666666685,7.383333333333331
ORD2539,In-house Rider,Klang Valley,Scheduled,15,0,Lalamove,True,-0.2166666666666666,0.0,0.0,0.2166666666666667
ORD2488,GrabExpress,Klang Valley,Same Day,11,80,Tight requested window,False,2.966666666666667,0.0,2.2583333333333337,0.7083333333333334
ORD2494,Lalamove,Klang Valley,Same Day,11,10,In-house Rider,True,0.5833333333333334,0.0,0.0,0.75
ORD2490,Lalamove,Klang Valley,Same Day,11,19,Order value,True,0.2833333333333333,0.0,0.6499999999999999,0.0
ORD2491,In-house Rider,Klang Valley,Same Day,11,19,Tight requested window,True,-0.1666666666666666,0.0,0.0,0.2833333333333334
ORD2496,J&T Express,Johor Bahru,Next Day,17,81,Klang Valley zone,False,11.55,0.0,8.208333333333336,3.341666666666665
ORD2554,Ninja Van,Other,Scheduled,10,34,Klang Valley zone,True,-0.85,0.0,0.0,0.0
ORD2568,Lalamove,Klang Valley,Scheduled,11,0,In-house Rider,True,0.3166666666666666,0.0,0.8333333333333335,0.0
ORD2499,Ninja Van,Penang,Next Day,17,23,Klang Valley zone,True,0.2666666666666666,0.0,0.0,3.316666666666663
ORD2535,Lalamove,Klang Valley,Scheduled,15,0,In-house Rider,True,0.9333333333333332,0.0,0.8333333333333335,0.0999999999999998
ORD2497,GrabExpress,Klang Valley,Same Day,17,8,Tight requested window,False,2.4,0.0,2.841666666666667,0.0
ORD2505,GrabExpress,Klang Valley,Same Day,17,13,Tight requested window,True,0.3,0.0,0.425,0.0
ORD2498,GrabExpress,Klang Valley,Same Day,17,22,Tight requested window,True,0.6166666666666667,0.0,0.825,0.0
ORD2501,GrabExpress,Klang Valley,Same Day,17,14,Tight requested window,True,0.6,0.0,0.0083333333333333,0.5916666666666667
ORD2510,In-house Rider,Klang Valley,Same Day,17,43,Tight requested window,True,0.0166666666666666,0.0,0.0,0.05
ORD2504,Lalamove,Klang Valley,Same Day,17,29,Tight requested window,True,0.5,0.0,0.9500000000000002,0.0
ORD2516,J&T Express,Other,Next Day,10,87,Other zone,False,18.28333333333333,0.0,12.675000000000004,5.608333333333331
ORD2506,GrabExpress,Klang Valley,Same Day,17,51,Tight requested window,True,-0.1666666666666666,0.0,0.0916666666666665,0.0
ORD2503,Lalamove,Klang Valley,Same Day,17,2,Order hour,True,0.7166666666666667,0.0,0.7000000000000002,0.0166666666666666
ORD2500,GrabExpress,Klang Valley,Same Day,17,4,Order hour,True,0.3166666666666666,0.0,0.0,0.975
ORD2579,GrabExpress,Klang Valley,Scheduled,9,1,Preserved Flowers,True,-0.0166666666666666,0.0,0.0,0.0083333333333333
ORD2582,GrabExpress,Klang Valley,Scheduled,9,0,In-house Rider,True,0.8333333333333334,0.0,1.2083333333333333,0.0
ORD2508,Lalamove,Klang Valley,Same Day,17,8,GrabExpress,True,0.0,0.0,0.0,0.5666666666666667
ORD2507,Lalamove,Klang Valley,Same Day,17,38,Tight requested window,True,0.6333333333333333,0.0,0.0,0.95
ORD2513,Ninja Van,Other,Next Day,10,14,Klang Valley zone,True,0.3833333333333333,0.0,0.0,2.049999999999997
ORD2540,Lalamove,Klang Valley,Scheduled,15,0,In-house Rider,True,0.0,0.0,0.2166666666666667,0.0
ORD2518,Lalamove,Klang Valley,Same Day,10,2,Tight requested window,True,0.5333333333333333,0.0,1.15,0.0
ORD2512,In-house Rider,Klang Valley,Same Day,10,2,Tight requested window,True,0.3,0.0,0.3333333333333332,0.0
ORD2515,Lalamove,Klang Valley,Same Day,10,23,Tight requested window,True,0.15,0.0,0.0,0.2166666666666665
ORD2521,Lalamove,Klang Valley,Same Day,10,7,In-house Rider,True,0.15,0.0,0.0,0.5833333333333333
ORD2571,GrabExpress,Klang Valley,Scheduled,11,1,Order hour,True,0.5,0.0,0.5083333333333335,0.0
ORD2570,GrabExpress,Klang Valley,Scheduled,11,1,In-house Rider,True,0.15,0.0,0.0,0.2916666666666667
ORD2536,In-house Rider,Klang Valley,Scheduled,15,1,Order value,True,0.05,0.0,0.0499999999999998,0.0
ORD2517,Lalamove,Klang Valley,Same Day,10,5,Tight requested window,True,0.7333333333333333,0.0,0.0,1.1666666666666663
ORD2545,GrabExpress,Klang Valley,Scheduled,15,1,Lalamove,True,0.4,0.0,0.6083333333333332,0.0
ORD2514,Lalamove,Klang Valley,Same Day,10,7,In-house Rider,True,0.3,90.68,0.0,0.4499999999999999
ORD2530,Ninja Van,Other,Next Day,10,45,Klang Valley zone,False,12.933333333333334,0.0,9.933333333333335,2.9999999999999964
ORD2524,J&T Express,Johor Bahru,Next Day,10,7,Klang Valley zone,True,2.566666666666667,53.06,1.5083333333333364,1.0583333333333336
ORD2557,J&T Express,Other,Scheduled,10,5,Klang Valley zone,True,-0.2666666666666666,0.0,2.708333333333336,0.0
ORD2537,Lalamove,Klang Valley,Next Day,15,1,Order weekday,True,0.5833333333333334,0.0,0.2333333333333334,0.3499999999999998
ORD2531,GrabExpress,Klang Valley,Same Day,10,19,Tight requested window,True,0.4166666666666667,0.0,0.8749999999999998,0.0
ORD2527,In-house Rider,Klang Valley,Same Day,10,7,Tight requested window,True,0.5833333333333334,0.0,0.7666666666666664,0.0
ORD2562,J&T Express,Penang,Scheduled,10,5,Klang Valley zone,True,0.8333333333333334,0.0,0.0,4.158333333333331
ORD2529,In-house Rider,Klang Valley,Same Day,10,5,Order value,True,0.0666666666666666,0.0,0.0,0.3500000000000001
ORD2525,Lalamove,Klang Valley,Same Day,10,36,Order value,True,0.2,0.0,0.0,0.4333333333333333
ORD2578,Lalamove,Klang Valley,Scheduled,9,0,Order weekday,True,0.2166666666666666,0.0,0.1999999999999999,0.0166666666666666
ORD2534,Pos Laju,Penang,Next Day,15,29,Klang Valley zone,False,21.25,0.0,14.866666666666667,6.383333333333333
ORD2552,Lalamove,Klang Valley,Scheduled,10,0,In-house Rider,True,0.1333333333333333,0.0,0.1999999999999999,0.0
ORD2599,Lalamove,Klang Valley,Scheduled,13,0,Order weekday,True,0.3666666666666666,0.0,0.0,0.85
ORD2594,J&T Express,Johor Bahru,Scheduled,13,8,Klang Valley zone,True,0.4333333333333333,0.0,5.258333333333336,0.0
ORD2548,Lalamove,Klang Valley,Scheduled,10,0,Preserved Flowers,True,-0.0666666666666666,0.0,0.0,0.9
ORD2593,Pos Laju,Other,Scheduled,13,21,Klang Valley zone,True,-0.5666666666666667,0.0,0.0,3.633333333333333
ORD2538,In-house Rider,Klang Valley,Same Day,15,12,Tight requested window,True,0.2666666666666666,0.0,0.7666666666666664,0.0
ORD2533,In-house Rider,Klang Valley,Same Day,15,17,Tight requested window,True,-0.1333333333333333,0.0,0.0,0.6166666666666667
ORD2542,GrabExpress,Klang Valley,Same Day,15,14,Tight requested window,True,0.75,0.0,0.825,0.0
ORD2544,GrabExpress,Klang Valley,Same Day,15,17,Order hour,True,-0.0166666666666666,36.2,0.0,0.3249999999999999
ORD2556,Lalamove,Klang Valley,Next Day,10,1,In-house Rider,True,0.5833333333333334,0.0,0.0,1.0833333333333333
ORD2608,In-house Rider,Klang Valley,Scheduled,13,0,Lalamove,True,0.85,0.0,0.6166666666666665,0.2333333333333334
ORD2547,Pos Laju,Johor Bahru,Next Day,10,9,Klang Valley zone,True,2.933333333333333,0.0,4.350000000000001,0.0
ORD2541,Lalamove,Klang Valley,Same Day,15,11,Tight requested window,True,0.3166666666666666,0.0,0.0,0.6833333333333333
ORD2551,Ninja Van,Other,Next Day,10,82,Klang Valley zone,False,20.15,125.5,19.73333333333333,0.4166666666666643
ORD2553,GrabExpress,Klang Valley,Next Day,10,0,In-house Rider,True,-0.0666666666666666,40.28,0.0,0.4083333333333334
ORD2588,Lalamove,Klang Valley,Scheduled,13,0,Order value,True,0.3,0.0,0.25,0.05
ORD2549,Lalamove,Klang Valley,Same Day,10,20,Order value,True,0.2333333333333333,0.0,0.0,0.5999999999999999
